     Time	  Accel	     IntAccel	     SG1	   SG2	      SG3	       
    9.691000  -112.913600   -48.603266    -6.806779     3.754621  13.93549280 
    9.692000  -117.644600   -50.442266    -4.930579     4.692321  11.43159280 
    9.693000  -122.375600   -46.763266     1.010921     1.566421   8.92779280 
    9.694000  -117.644600   -46.763266     0.072721     0.003421  10.80569280 
    9.695000  -113.859600   -50.442266    -7.432179    -0.621879   6.11089280 
    9.696000   -98.719600   -44.924266   -12.435479     1.566421  -1.40080720 
    9.697000   -93.988600   -44.924266    -3.679679     1.566421   3.29399280 
    9.698000   -95.880600   -43.085266     5.701421     3.754621   4.54589280 
    9.699000   -97.773600   -50.442266     6.014221     0.941221  -2.96580720 
    9.700000   -89.256900   -46.763266    -4.305179    -3.122879 -13.29430720 
    9.701000   -82.633100   -57.799266    -4.305179    -6.248879 -11.72940720 
    9.702000   -77.901800   -66.996266    -5.243279    -2.809879  -4.21770720 
    9.703000   -75.063100   -66.996266    -9.621179     1.566421   6.11089280 
    9.704000   -77.901800   -68.835266    -7.744879    -0.933879   5.48489280 
    9.705000   -79.794300   -72.514266    -2.116179    -2.809879  -2.02680720 
    9.706000   -81.686800   -66.996266     1.010921    -0.933879   1.10309280 
    9.707000   -76.009300   -63.317266     1.323621     0.628621   6.73679280 
    9.708000   -71.278100   -65.157266    -1.178079    -4.997879  16.43939280 
    9.709000   -62.761800   -68.835266    -6.494079    -9.374879  18.63029280 
    9.710000   -61.815500   -72.514266    -8.995679   -12.500879  11.43159280 
    9.711000   -64.654300   -78.032266    -0.239979   -15.000879   0.79009280 
    9.712000   -73.170600   -76.193266     3.199821   -13.125879  -8.59950720 
    9.713000   -69.385600   -68.835266    -1.803479    -9.374879 -18.30210720 
    9.714000   -72.224300   -63.317266    -2.116179    -3.122879 -19.86700720 
    9.715000   -76.955600   -50.442266    -1.803479     8.443521 -14.54630720 
    9.716000   -74.116800   -44.924266    -4.305179     9.693921  -7.34760720 
    9.717000   -70.331800   -55.960266    -2.741579     3.129421  -5.46960720 
    9.718000   -65.600500   -54.121266     4.450621     0.003421  -1.08780720 
    9.719000   -72.224300   -52.281266     3.199821     0.316021  -1.40080720 
    9.720000   -70.331800   -44.924266    -2.741579     2.816821   5.79789280 
    9.721000   -61.815500   -46.763266    -4.305179     1.253821  13.30959280 
    9.722000   -49.514200   -50.442266     5.701421    -5.310879   8.30179280 
    9.723000   -42.890500   -50.442266    13.206421    -1.871879   2.98099280 
    9.724000   -40.051700   -44.924266     7.577721    -1.246879   5.17189280 
    9.725000   -43.836700   -43.085266    -6.806779    -6.560879   1.41609280 
    9.726000   -39.105500   -43.085266    -7.744879    -1.559879  -2.96580720 
    9.727000   -29.642900   -48.603266     0.698121    -2.496879  -5.15670720 
    9.728000   -23.019200   -43.085266     2.261721    -5.310879  -6.09560720 
    9.729000   -25.857900   -41.245266    -4.305179    -0.621879  -7.34760720 
    9.730000   -29.642900   -44.924266    -8.682979     7.818321  -6.72160720 
    9.731000   -24.911700   -44.924266    -3.054279     7.818321  -0.77480720 
    9.732000   -14.502900   -43.085266    -0.865379     3.754621  -6.09560720 
    9.733000   -11.664100   -39.406266    -3.366979     5.317521 -12.35540720 
    9.734000   -17.341700   -50.442266   -12.748179     8.443521 -10.47740720 
    9.735000   -21.126700   -59.639266   -19.315079     7.505721   1.10309280 
    9.736000   -17.341700   -66.996266   -12.435479     2.816821  12.05759280 
    9.737000   -12.610400   -57.799266    -6.181379     2.504221  12.68359280 
    9.738000   -11.664100   -48.603266   -12.435479    -0.309179   9.24069280 
    9.739000   -10.717900   -44.924266   -18.064179    -0.621879   7.98879280 
    9.740000    -7.879100   -50.442266   -12.122779     3.442021   8.61479280 
    9.741000    -6.932900   -55.960266    -2.741579     4.067121   1.72909280 
    9.742000    -1.255400   -52.281266    -2.116179     0.316021  -7.97350720 
    9.743000     0.637140   -52.281266    -3.366979     2.191621 -11.41640720 
    9.744000     1.583400   -52.281266     2.261721     1.879021 -10.47740720 
    9.745000     9.153420   -48.603266     4.450621     1.253821  -6.72160720 
    9.746000     9.153420   -43.085266     1.323621    -5.935879   5.17189280 
    9.747000    13.884680   -48.603266     0.698121   -14.688879   9.86669280 
    9.748000    15.777190   -44.924266     8.203121   -13.125879  -2.02680720 
    9.749000    21.454700   -55.960266     8.828521     1.253821  -1.40080720 
    9.750000    19.562200   -66.996266    -6.806779     6.567921  10.17969280 
    9.751000    13.884680   -78.032266   -19.940479    -0.933879  17.37839280 
    9.752000    11.992180   -90.907266   -13.373579    -9.374879  12.05759280 
    9.753000    15.777190   -92.747266    -4.617879    -5.310879  -0.46190720 
    9.754000    26.186000   -89.068266    -1.803479     0.316021 -12.35540720 
    9.755000    34.702200   -85.389266    -7.432179    -1.559879 -12.35540720 
    9.756000    37.541000   -81.711266   -11.810079    -0.933879  -4.21770720 
    9.757000    38.487300   -76.193266    -5.555979     1.879021   1.10309280 
    9.758000    40.379800   -65.157266    -0.239979     3.129421  -0.77480720 
    9.759000    46.057300   -61.478266    -0.239979     1.566421  -5.46960720 
    9.760000    56.466100   -66.996266     0.698121     0.941221  -4.21770720 
    9.761000    58.358600   -72.514266    -5.243279    -2.496879  -2.96580720 
    9.762000    64.982300   -74.353266    -8.057579     5.942721   4.54589280 
    9.763000    73.498600   -78.032266    -7.744879    10.319121   1.72909280 
    9.764000    75.391100   -72.514266    -8.057579     1.879021  -8.91250720 
    9.765000    74.444900   -66.996266    -2.116179    -8.123879 -13.92030720 
    9.766000    79.176100   -70.675266     1.636321    -6.248879 -10.79040720 
    9.767000    80.122400   -78.032266    -6.806779    -0.621879  -9.53850720 
    9.768000    82.961100   -76.193266   -11.184679     3.442021  -2.96580720 
    9.769000    86.746100   -79.871266    -7.432179    -0.309179   1.72909280 
    9.770000    95.262400   -79.871266    -0.239979    -4.059879   7.36279280 
    9.771000    96.208700   -79.871266     3.199821     0.941221   6.11089280 
    9.772000   101.886200   -79.871266     4.137921     6.567921   4.54589280 
    9.773000   105.671200   -79.871266     1.949021    10.631721   2.35499280 
